City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
123,Faanui,PF,2021-04-27 19:29:23,-16.4833,-151.75,81.19,73,17,10.11
124,Kalmunai,LK,2021-04-27 19:29:24,7.4167,81.8167,80.15,82,96,6.46
125,New Norfolk,AU,2021-04-27 19:29:24,-42.7826,147.0587,48.0,90,68,3.36
126,Chuy,UY,2021-04-27 19:29:24,-33.6971,-53.4616,65.79,51,0,10.65
127,Mar Del Plata,AR,2021-04-27 19:29:12,-38.0023,-57.5575,69.01,52,20,8.05
128,Ulladulla,AU,2021-04-27 19:29:25,-35.35,150.4667,53.6,100,100,3.44
129,Yellowknife,CA,2021-04-27 19:25:07,62.456,-114.3525,14.0,52,20,13.8
130,Ostrovnoy,RU,2021-04-27 19:29:25,68.0531,39.5131,24.62,84,100,6.78
131,The Valley,AI,2021-04-27 19:29:25,18.217,-63.0578,84.2,65,75,14.97
132,Bridlington,GB,2021-04-27 19:29:25,54.0831,-0.1919,44.6,81,75,12.66
133,Camacha,PT,2021-04-27 19:29:26,33.0833,-16.3333,66.2,72,40,11.5
134,Bukama,CD,2021-04-27 19:29:26,-9.2,25.85,72.01,88,87,1.1
135,Fenoarivo,MG,2021-04-27 19:29:26,-18.933,47.4354,62.6,94,40,3.44
136,Maningrida,AU,2021-04-27 19:29:27,-12.0667,134.2667,74.86,96,100,7.47
137,Barrow,US,2021-04-27 19:29:27,71.2906,-156.7887,19.4,79,90,8.05
138,Rorvik,NO,2021-04-27 19:29:27,64.8621,11.2373,35.6,80,75,11.5
139,Luderitz,NA,2021-04-27 19:29:27,-26.6481,15.1594,60.73,86,5,8.95
140,Seydisehir,TR,2021-04-27 19:29:28,37.4193,31.8453,59.11,47,89,2.37
141,Husavik,IS,2021-04-27 19:29:28,66.0449,-17.3389,44.6,61,0,13.8
142,North Battleford,CA,2021-04-27 19:29:28,52.7834,-108.2847,41.0,38,20,13.8
143,Namibe,AO,2021-04-27 19:29:28,-15.1961,12.1522,76.41,70,6,13.33
144,Rozhyshche,UA,2021-04-27 19:29:29,50.9154,25.2691,39.0,61,12,1.01
145,Busselton,AU,2021-04-27 19:29:29,-33.65,115.3333,55.0,96,0,3.2
146,Roald,NO,2021-04-27 19:29:29,62.5833,6.1333,39.2,75,20,13.8
147,Terney,RU,2021-04-27 19:29:29,45.0503,136.6092,40.06,87,100,2.84
148,Sindor,RU,2021-04-27 19:29:30,62.8629,51.8905,38.01,92,100,1.07
149,Rafai,CF,2021-04-27 19:29:30,4.95,23.9167,70.14,91,98,1.83
150,Kawerau,NZ,2021-04-27 19:29:30,-38.1,176.7,50.94,81,100,2.71
151,Iza,UA,2021-04-27 19:29:30,48.2152,23.3287,45.0,53,40,2.3
152,Lincoln,US,2021-04-27 19:28:06,40.8,-96.667,73.99,46,1,21.85
153,Yeppoon,AU,2021-04-27 19:29:31,-23.1333,150.7333,62.6,77,0,6.91
154,Pechenga,RU,2021-04-27 19:29:31,69.5259,31.1703,30.2,64,0,3.44
155,Lavrentiya,RU,2021-04-27 19:29:31,65.5833,-171.0,26.47,85,100,2.06
156,Bathsheba,BB,2021-04-27 19:29:31,13.2167,-59.5167,84.2,54,20,17.27
157,Danielskuil,ZA,2021-04-27 19:29:32,-28.1887,23.5395,61.48,34,57,6.93
158,Cwmbran,GB,2021-04-27 19:29:32,51.6545,-3.0228,51.01,71,99,3.13
159,Pringsewu,ID,2021-04-27 19:29:32,-5.3582,104.9744,73.51,96,51,0.72
160,Karaton,ID,2021-04-27 19:29:33,-6.3424,106.1045,82.0,74,20,4.61
161,Abu Dhabi,AE,2021-04-27 19:25:57,24.4667,54.3667,91.4,51,0,4.61
162,Camocim,BR,2021-04-27 19:29:33,-2.9022,-40.8411,83.28,77,91,8.28
163,Manicore,BR,2021-04-27 19:29:33,-5.8092,-61.3003,82.98,85,100,2.75
164,Klyuchi,RU,2021-04-27 19:29:33,52.2667,79.1667,56.23,61,100,8.77
165,Ciudad Bolivar,VE,2021-04-27 19:29:34,8.1222,-63.5497,94.42,33,100,3.71
166,Ust-Nera,RU,2021-04-27 19:29:34,64.5667,143.2,15.28,96,100,3.18
167,Ola,RU,2021-04-27 19:29:34,59.5833,151.2833,18.93,85,10,5.61
168,Paso De Carrasco,UY,2021-04-27 19:29:34,-34.8603,-56.0522,66.2,55,40,6.91
169,Tulum,MX,2021-04-27 19:29:11,20.2167,-87.4667,91.4,46,40,14.97
170,Wanning,CN,2021-04-27 19:29:35,18.8003,110.3967,75.31,89,71,1.92
171,Tuktoyaktuk,CA,2021-04-27 19:29:35,69.4541,-133.0374,14.0,62,20,6.91
172,La Palma,US,2021-04-27 19:27:02,33.8464,-118.0467,66.99,48,40,10.36
173,Gat,IL,2021-04-27 19:29:35,31.61,34.7642,66.0,64,0,3.0
174,Bushehr,IR,2021-04-27 19:29:36,28.9684,50.8385,84.2,37,83,9.22
175,Arys,KZ,2021-04-27 19:29:36,42.4252,68.795,64.4,59,0,8.95
176,Touros,BR,2021-04-27 19:29:36,-5.1989,-35.4608,84.2,65,20,14.97
177,Porbandar,IN,2021-04-27 19:29:36,21.6422,69.6093,81.79,72,0,7.52
178,Cedar City,US,2021-04-27 19:29:37,37.6775,-113.0619,42.8,70,90,9.22
179,Chokurdakh,RU,2021-04-27 19:29:37,70.6333,147.9167,21.2,92,100,3.62
180,Sorland,NO,2021-04-27 19:29:37,67.667,12.6934,33.8,86,40,9.22
181,Hinesburg,US,2021-04-27 19:29:37,44.3292,-73.1107,59.0,18,40,5.75
182,Brigantine,US,2021-04-27 19:24:50,39.4101,-74.3646,69.01,63,1,8.05
183,Torbay,CA,2021-04-27 19:29:38,47.6666,-52.7314,48.2,93,90,10.36
184,Ribeira Brava,PT,2021-04-27 19:29:38,32.65,-17.0667,62.01,87,100,1.01
185,Provideniya,RU,2021-04-27 19:29:38,64.3833,-173.3,26.6,100,90,6.85
186,Date,JP,2021-04-27 19:29:39,42.4681,140.8681,42.85,64,100,2.08
187,Flin Flon,CA,2021-04-27 19:29:39,54.7682,-101.865,24.8,42,90,11.5
188,Hithadhoo,MV,2021-04-27 19:29:39,-0.6,73.0833,82.76,64,100,0.6
189,Esperance,AU,2021-04-27 19:29:39,-33.8667,121.9,55.4,100,40,4.61
190,Atar,MR,2021-04-27 19:29:40,20.5169,-13.0499,98.6,11,58,11.5
191,Surt,LY,2021-04-27 19:29:40,31.2089,16.5887,82.27,34,100,8.16
192,Zaragoza,ES,2021-04-27 19:29:40,41.6561,-0.8773,59.0,82,75,4.61
193,Laguna,US,2021-04-27 19:28:29,38.421,-121.4238,73.99,24,1,14.97
194,Hasaki,JP,2021-04-27 19:29:41,35.7333,140.8333,53.6,82,75,3.44
195,Hailar,CN,2021-04-27 19:29:41,49.2,119.7,33.93,68,100,19.13
196,Rocha,UY,2021-04-27 19:29:41,-34.4833,-54.3333,62.92,64,0,9.19
197,Cayenne,GF,2021-04-27 19:29:41,4.9333,-52.3333,78.8,89,75,3.44
198,Hirara,JP,2021-04-27 19:29:42,24.8,125.2833,72.27,69,100,9.64
199,Thalgau,AT,2021-04-27 19:29:42,47.8333,13.25,53.6,58,40,8.05
200,Asilah,MA,2021-04-27 19:29:42,35.465,-6.0348,64.4,77,20,6.91
201,Zhigansk,RU,2021-04-27 19:29:42,66.7697,123.3711,-2.25,97,19,6.38
202,Lenti,HU,2021-04-27 19:29:43,46.624,16.5386,46.99,58,100,1.68
203,Maputo,MZ,2021-04-27 19:29:43,-25.9653,32.5892,82.0,61,0,8.05
204,Sao Jose Da Coroa Grande,BR,2021-04-27 19:29:43,-8.8978,-35.1478,81.54,76,18,8.72
205,Drayton Valley,CA,2021-04-27 19:29:43,53.2168,-114.9854,30.0,76,100,7.25
206,Tarata,BO,2021-04-27 19:29:44,-17.6167,-66.0167,75.2,22,20,4.61
207,Asau,RO,2021-04-27 19:29:44,46.4333,26.4,39.0,61,100,3.49
208,Baruun-Urt,MN,2021-04-27 19:29:44,46.6806,113.2792,30.04,44,0,15.3
209,Katsuura,JP,2021-04-27 19:29:44,35.1333,140.3,55.4,76,20,8.05
210,Buala,SB,2021-04-27 19:29:45,-8.145,159.5921,79.21,84,100,4.21
211,Port Elizabeth,ZA,2021-04-27 19:26:15,-33.918,25.5701,62.6,77,40,10.36
212,Conceicao Do Araguaia,BR,2021-04-27 19:29:45,-8.2578,-49.2647,84.2,74,20,4.61
213,Grand Gaube,MU,2021-04-27 19:29:45,-20.0064,57.6608,78.01,83,100,5.01
214,Bambous Virieux,MU,2021-04-27 19:29:46,-20.3428,57.7575,78.01,88,75,14.97
215,Kourou,GF,2021-04-27 19:29:46,5.1552,-52.6478,78.8,89,75,3.44
216,Atascadero,US,2021-04-27 19:28:34,35.4894,-120.6707,64.99,37,0,5.37
217,Hilo,US,2021-04-27 19:29:31,19.7297,-155.09,78.8,61,1,6.91
218,Aksu,CN,2021-04-27 19:29:46,41.1231,80.2644,63.59,20,2,2.19
219,Santa Maria,BR,2021-04-27 19:29:47,-29.6842,-53.8069,69.8,46,20,4.61
220,Meulaboh,ID,2021-04-27 19:29:47,4.1363,96.1285,78.04,87,100,2.15
221,Vostok,RU,2021-04-27 19:29:47,46.4856,135.8833,41.9,53,100,4.23
222,Jijiga,ET,2021-04-27 19:29:47,9.35,42.8,69.12,63,99,8.72
223,Garowe,SO,2021-04-27 19:26:35,8.4054,48.4845,82.89,62,90,17.47
224,Severo-Kurilsk,RU,2021-04-27 19:29:48,50.6789,156.125,33.84,95,100,17.22
225,Solnechnyy,RU,2021-04-27 19:29:48,50.7214,136.6319,45.66,49,100,3.67
226,Korla,CN,2021-04-27 19:29:48,41.7597,86.1469,60.69,31,69,2.13
227,Zverinogolovskoye,RU,2021-04-27 19:29:48,54.4586,64.8542,48.45,80,100,2.53
228,Buguda,IN,2021-04-27 19:29:49,19.8167,84.8,80.87,80,17,2.62
229,Nantucket,US,2021-04-27 19:26:18,41.2835,-70.0995,53.6,54,1,20.71
230,Thunder Bay,CA,2021-04-27 19:29:49,48.4001,-89.3168,44.01,81,90,6.91
231,Kruisfontein,ZA,2021-04-27 19:29:49,-34.0033,24.7314,62.01,79,6,1.01
232,La Gomera,GT,2021-04-27 19:29:50,14.0833,-91.05,93.2,55,1,18.41
233,Port Keats,AU,2021-04-27 19:29:50,-14.25,129.55,76.59,87,100,7.11
234,Zhangjiakou,CN,2021-04-27 19:29:50,40.81,114.8794,45.16,30,2,11.63
235,Ancud,CL,2021-04-27 19:29:50,-41.8697,-73.8203,59.0,100,90,18.41
236,Shenzhen,CN,2021-04-27 19:28:55,22.5455,114.0683,75.99,99,93,3.98
237,Segezha,RU,2021-04-27 19:29:51,63.7415,34.3222,28.2,78,100,5.17
238,Umreth,IN,2021-04-27 19:29:51,22.7,73.1167,91.4,22,40,5.75
239,Sembakung,ID,2021-04-27 19:29:51,3.8167,117.25,72.79,99,63,1.1
240,Mildura,AU,2021-04-27 19:29:51,-34.2,142.15,42.8,81,0,1.14
241,Kununurra,AU,2021-04-27 19:29:52,-15.7667,128.7333,77.0,100,94,3.6
242,Khasan,RU,2021-04-27 19:29:52,42.4308,130.6434,45.63,96,100,1.14
243,Odienne,CI,2021-04-27 19:29:52,9.51,-7.5692,76.66,77,100,1.34
244,Chihuahua,MX,2021-04-27 19:29:28,28.5,-106.0,86.0,10,40,20.71
245,Vardo,NO,2021-04-27 19:29:53,70.3705,31.1107,28.4,86,75,10.36
246,Ribeira Grande,PT,2021-04-27 19:29:53,38.5167,-28.7,62.6,72,75,10.36
247,Necochea,AR,2021-04-27 19:29:53,-38.5473,-58.7368,73.0,51,10,8.99
248,Khatanga,RU,2021-04-27 19:29:53,71.9667,102.5,20.43,83,99,8.48
249,Pathalgaon,IN,2021-04-27 19:29:54,22.5667,83.4667,78.69,10,2,4.21
250,Vung Tau,VN,2021-04-27 19:29:54,10.346,107.0843,82.29,75,83,9.35
251,Ponta Do Sol,PT,2021-04-27 19:29:54,32.6667,-17.1,62.01,81,100,1.99
252,Port Hardy,CA,2021-04-27 19:29:54,50.6996,-127.4199,51.8,82,90,5.75
253,Businga,CD,2021-04-27 19:29:55,3.3333,20.8833,76.03,77,39,2.08
254,Martapura,ID,2021-04-27 19:29:55,-3.4167,114.85,78.8,94,90,5.75
255,Pitimbu,BR,2021-04-27 19:29:55,-7.4706,-34.8086,84.2,74,20,12.66
256,Shingu,JP,2021-04-27 19:29:55,33.7333,135.9833,59.59,85,100,4.7
257,Vila Velha,BR,2021-04-27 19:25:44,-20.3297,-40.2925,84.99,83,20,9.22
258,Santa Rosa,PH,2021-04-27 19:29:56,14.3122,121.1114,79.0,73,20,3.44
259,Kodiak,US,2021-04-27 19:27:00,57.79,-152.4072,42.8,87,90,23.02
260,Bodden Town,KY,2021-04-27 19:29:56,19.2833,-81.25,87.8,58,20,16.11
261,Tiksi,RU,2021-04-27 19:29:56,71.6872,128.8694,-3.17,99,68,7.56
262,Datong,CN,2021-04-27 19:24:57,40.0936,113.2914,43.12,32,3,9.46
263,Anuchino,RU,2021-04-27 19:29:56,43.9622,133.0544,50.43,83,100,9.22
264,Geraldton,AU,2021-04-27 19:29:57,-28.7667,114.6,57.2,82,32,4.61
265,Tevaitoa,PF,2021-04-27 19:29:57,-16.7833,-151.5,81.16,72,61,9.95
266,Bjelovar,HR,2021-04-27 19:29:57,45.8986,16.8489,48.2,87,90,5.75
267,Cabo San Lucas,MX,2021-04-27 19:25:12,22.8909,-109.9124,78.01,49,1,21.85
268,Surgut,RU,2021-04-27 19:26:09,61.25,73.4167,37.4,100,0,8.95
269,Ampere,BR,2021-04-27 19:29:58,-25.915,-53.4728,74.1,28,0,6.26
270,Kitimat,CA,2021-04-27 19:27:16,54.0524,-128.6534,45.0,94,100,4.56
271,Lebu,CL,2021-04-27 19:29:58,-37.6167,-73.65,61.54,79,64,5.97
272,Zeya,RU,2021-04-27 19:29:58,53.75,127.2667,38.68,94,14,4.52
273,Tucumcari,US,2021-04-27 19:29:59,35.1717,-103.725,73.4,14,20,27.63
274,Tougan,BF,2021-04-27 19:29:59,13.0667,-3.0667,96.22,24,89,12.33
275,Nabire,ID,2021-04-27 19:29:59,-3.3667,135.4833,77.11,89,94,1.16
276,Half Moon Bay,US,2021-04-27 19:29:59,37.4636,-122.4286,62.6,82,1,11.5
277,San Andres,CO,2021-04-27 19:29:26,12.5847,-81.7006,84.2,70,40,18.41
278,Port Lincoln,AU,2021-04-27 19:30:00,-34.7333,135.8667,61.56,69,99,4.9
279,Guerrero Negro,MX,2021-04-27 19:30:00,27.9769,-114.0611,65.82,55,5,13.53
280,Hambantota,LK,2021-04-27 19:30:00,6.1241,81.1185,80.6,100,40,9.19
281,Guapore,BR,2021-04-27 19:30:01,-28.8456,-51.8903,71.01,60,1,1.01
282,Lompoc,US,2021-04-27 19:30:01,34.6391,-120.4579,63.0,55,1,17.27
283,Mayo,US,2021-04-27 19:30:01,38.8876,-76.5119,84.0,53,1,6.91
284,Porto Nacional,BR,2021-04-27 19:30:03,-10.7081,-48.4172,80.6,83,75,5.75
285,Alofi,NU,2021-04-27 19:30:04,-19.0595,-169.9187,82.17,80,100,23.78
286,Alnavar,IN,2021-04-27 19:30:05,15.4333,74.7333,78.33,63,46,3.83
287,Zelenets,RU,2021-04-27 19:30:05,61.8849,50.7489,41.0,93,40,4.47
288,Nushki,PK,2021-04-27 19:30:05,29.5542,66.0215,80.04,19,100,2.13
289,Bognor Regis,GB,2021-04-27 19:30:06,50.7821,-0.6798,50.0,82,15,3.13
290,Novikovo,RU,2021-04-27 19:30:06,51.1537,37.8879,38.61,66,100,6.2
